Position,Segment,Segment_position,Mutability,Shannon_entropy,Gap_percentage,A_percentage,T_percentage,G_percentage,C_percentage
25,1,25,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,98.84493670886076,0.0,0.0
26,1,26,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,98.84493670886076,0.0,0.0
27,1,27,0.024683544303797468,0.11770306275001965,1.1550632911392407,0.0,0.2689873417721519,0.0,98.57594936708861
28,1,28,0.021044303797468356,0.09682352839192289,1.1550632911392407,98.79746835443038,0.0,0.0,0.04746835443037974
29,1,29,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,98.84493670886076,0.0,0.0
30,1,30,0.024050632911392405,0.11231717738027494,1.1550632911392407,98.65506329113924,0.04746835443037974,0.14240506329113925,0.0
31,1,31,0.020569620253164556,0.09312930777795542,1.1550632911392407,0.015822784810126583,0.0,98.82911392405063,0.0
32,1,32,0.020253164556962026,0.0909059648383568,1.1550632911392407,98.84493670886076,0.0,0.0,0.0
33,1,33,0.021518987341772152,0.09853329450463709,1.1550632911392407,0.0,98.78164556962025,0.0,0.06329113924050633
34,1,34,0.021835443037974682,0.10018534557516323,1.1550632911392407,0.07911392405063292,0.0,98.76582278481013,0.0
35,1,35,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,98.84493670886076,0.0,0.0
36,1,36,0.34319620253164557,1.0724336781112718,1.1550632911392407,54.287974683544306,0.0,44.55696202531645,0.0
37,1,37,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,0.0,0.0,98.84493670886076
38,1,38,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,0.0,0.0,98.84493670886076
39,1,39,0.2954113924050633,1.0859131921087588,1.1550632911392407,0.5854430379746836,37.610759493670884,0.0,60.64873417721519
40,1,40,0.32246835443037974,1.0296950881860716,1.1550632911392407,62.389240506329116,0.0,36.45569620253165,0.0
41,1,41,0.020569620253164556,0.09312930777795542,1.1550632911392407,0.0,98.82911392405063,0.0,0.015822784810126583
42,1,42,0.021835443037974682,0.10095350269102926,1.1550632911392407,98.76582278481013,0.0,0.04746835443037974,0.03164556962025317
43,1,43,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,0.0,0.0,98.84493670886076
44,1,44,0.0,0.0,0.0,100.0,0.0,0.0,0.0
45,1,45,0.02341772151898734,0.10091131219305716,0.0,1.3132911392405064,0.0,98.6867088607595,0.0
46,1,46,0.010443037974683544,0.05066408800739998,0.0,0.569620253164557,0.0,99.43037974683544,0.0
47,1,47,0.0,0.0,0.0,0.0,0.0,0.0,100.0
48,1,48,0.03449367088607595,0.14772914236699078,0.0,97.9113924050633,0.015822784810126583,2.0727848101265822,0.0
49,1,49,0.020253164556962026,0.0909059648383568,0.0,1.1550632911392407,0.0,98.84493670886076,0.0
50,1,50,0.0,0.0,0.0,0.0,0.0,0.0,100.0
51,1,51,0.022151898734177215,0.10179139582567298,0.0,98.75,1.1550632911392407,0.09493670886075949,0.0
52,1,52,0.020569620253164556,0.0919200741927812,0.0,98.82911392405063,0.0,1.1708860759493671,0.0
53,1,53,0.010443037974683544,0.05066408800739998,0.0,0.0,99.43037974683544,0.0,0.569620253164557
54,1,54,0.026265822784810128,0.10871292739209268,0.0,0.0,98.56012658227849,0.0,1.439873417721519
55,1,55,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,98.84493670886076,0.0,0.0
56,1,56,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,0.0,0.0,98.84493670886076
57,1,57,0.020253164556962026,0.0909059648383568,1.1550632911392407,98.84493670886076,0.0,0.0,0.0
58,1,58,0.020253164556962026,0.0909059648383568,1.1550632911392407,98.84493670886076,0.0,0.0,0.0
59,1,59,0.02088607594936709,0.10179139582567298,1.1550632911392407,0.0,0.09493670886075949,0.0,98.75
60,1,60,0.02088607594936709,0.09503615847403596,1.1550632911392407,98.8132911392405,0.0,0.03164556962025317,0.0
61,1,61,0.020253164556962026,0.0909059648383568,1.1550632911392407,98.84493670886076,0.0,0.0,0.0
62,1,62,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,0.0,0.0,98.84493670886076
63,1,63,0.021518987341772152,0.09853329450463709,1.1550632911392407,98.78164556962025,0.0,0.06329113924050633,0.0
64,1,64,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,98.84493670886076,0.0,0.0
65,1,65,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,98.84493670886076,0.0,0.0
66,1,66,0.02341772151898734,0.10788153356246853,1.1550632911392407,0.0,0.15822784810126583,0.0,98.6867088607595
67,1,67,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,0.0,0.0,98.84493670886076
68,1,68,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,0.0,0.0,98.84493670886076
69,1,69,0.020569620253164556,0.09312930777795542,1.1550632911392407,98.82911392405063,0.0,0.015822784810126583,0.0
70,1,70,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,98.84493670886076,0.0,0.0
71,1,71,0.020253164556962026,0.0909059648383568,1.1550632911392407,98.84493670886076,0.0,0.0,0.0
72,1,72,0.02832278481012658,0.12936373614142507,1.1550632911392407,0.0,0.41139240506329117,0.0,98.43354430379748
73,1,73,0.020253164556962026,0.0909059648383568,1.1550632911392407,98.84493670886076,0.0,0.0,0.0
74,1,74,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,0.0,0.0,98.84493670886076
75,1,75,0.34715189873417723,1.0815551950944724,1.1550632911392407,0.07911392405063292,44.74683544303797,0.0,54.01898734177215
76,1,76,0.02088607594936709,0.09503615847403596,1.1550632911392407,0.03164556962025317,0.0,98.8132911392405,0.0
77,1,77,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,0.0,98.84493670886076,0.0
78,1,78,0.037025316455696206,0.18268880653302566,1.1550632911392407,0.0,97.70569620253164,0.03164556962025317,1.1075949367088607
79,1,79,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,0.0,98.84493670886076,0.0
80,1,80,0.02088607594936709,0.09503615847403596,1.1550632911392407,0.0,98.8132911392405,0.0,0.03164556962025317
81,1,81,0.04382911392405063,0.19024506699402444,1.1550632911392407,0.06329113924050633,97.61075949367088,0.0,1.1708860759493671
82,1,82,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,0.0,0.0,98.84493670886076
83,1,83,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,0.0,0.0,98.84493670886076
84,1,84,0.028955696202531647,0.13671832664604874,1.1550632911392407,0.0,0.5063291139240507,0.0,98.33860759493672
85,1,85,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,0.0,0.0,98.84493670886076
86,1,86,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,0.0,0.0,98.84493670886076
87,1,87,0.043512658227848104,0.21727808242312818,1.1550632911392407,0.0,97.24683544303797,0.18987341772151897,1.4082278481012658
88,1,88,0.020569620253164556,0.09312930777795542,1.1550632911392407,0.0,98.82911392405063,0.0,0.015822784810126583
89,1,89,0.020253164556962026,0.0909059648383568,1.1550632911392407,98.84493670886076,0.0,0.0,0.0
90,1,90,0.13085443037974684,0.5878236926781993,1.1550632911392407,0.0,87.87974683544304,0.0,10.965189873417721
91,1,91,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,98.84493670886076,0.0,0.0
92,1,92,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,0.0,0.0,98.84493670886076
93,1,93,0.0495253164556962,0.24518001273739498,1.1550632911392407,0.03164556962025317,2.088607594936709,0.03164556962025317,96.69303797468355
94,1,94,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,0.0,0.0,98.84493670886076
95,1,95,0.020253164556962026,0.0909059648383568,1.1550632911392407,98.84493670886076,0.0,0.0,0.0
96,1,96,0.02278481012658228,0.10640060139497437,1.1550632911392407,0.0,98.70253164556962,0.0,0.14240506329113925
97,1,97,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,0.0,98.84493670886076,0.0
98,1,98,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,0.0,98.84493670886076,0.0
99,1,99,0.029430379746835444,0.1342981289380736,1.1550632911392407,98.37025316455697,0.0,0.4746835443037975,0.0
100,1,100,0.020253164556962026,0.0909059648383568,1.1550632911392407,98.84493670886076,0.0,0.0,0.0
101,1,101,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,0.0,0.0,98.84493670886076
102,1,102,0.34651898734177217,1.050474615482858,1.1550632911392407,39.50949367088607,0.0,59.33544303797469,0.0
103,1,103,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,0.0,98.84493670886076,0.0
104,1,104,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,0.0,98.84493670886076,0.0
105,1,105,0.024683544303797468,0.1135954239870775,1.1550632911392407,98.62341772151899,0.0,0.22151898734177217,0.0
106,1,106,0.020253164556962026,0.0909059648383568,1.1550632911392407,98.84493670886076,0.0,0.0,0.0
107,1,107,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,0.0,0.0,98.84493670886076
108,1,108,0.029746835443037974,0.1380185891318301,1.1550632911392407,98.37025316455697,0.11075949367088608,0.3639240506329114,0.0
109,1,109,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,0.0,98.84493670886076,0.0
110,1,110,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,0.0,98.84493670886076,0.0
111,1,111,0.2694620253164557,0.9714489010429349,1.1550632911392407,0.07911392405063292,29.69936708860759,0.0,69.06645569620254
112,1,112,0.10886075949367088,0.6366265750750795,1.1550632911392407,0.0,86.1867088607595,0.0,12.658227848101266
113,1,113,0.020253164556962026,0.0909059648383568,1.1550632911392407,98.84493670886076,0.0,0.0,0.0
114,1,114,0.027531645569620254,0.12557126569395716,1.1550632911392407,0.0,0.3639240506329114,0.0,98.48101265822785
115,1,115,0.020253164556962026,0.0909059648383568,1.1550632911392407,98.84493670886076,0.0,0.0,0.0
116,1,116,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,0.0,0.0,98.84493670886076
117,1,117,0.0012658227848101266,0.008151408457595023,0.0,99.9367088607595,0.015822784810126583,0.04746835443037974,0.0
118,1,118,0.00031645569620253165,0.002225995212130881,0.0,99.98417721518987,0.0,0.015822784810126583,0.0
119,1,119,0.020253164556962026,0.0909059648383568,0.0,0.0,98.84493670886076,1.1550632911392407,0.0
120,1,120,0.020569620253164556,0.0888682116370381,0.0,98.87658227848102,0.0,1.1234177215189873,0.0
121,1,121,0.0,0.0,0.0,0.0,0.0,100.0,0.0
122,1,122,0.0,0.0,0.0,100.0,0.0,0.0,0.0
123,1,123,0.0012658227848101266,0.008270852682620889,0.0,0.03164556962025317,0.03164556962025317,0.0,99.9367088607595
124,1,124,0.0,0.0,0.0,100.0,0.0,0.0,0.0
125,1,125,0.020569620253164556,0.09312930777795542,0.0,1.1550632911392407,0.015822784810126583,0.0,98.82911392405063
126,1,126,0.052531645569620256,0.20395118302434007,0.0,0.11075949367088608,2.9430379746835444,0.0,96.94620253164557
127,1,127,0.0012658227848101266,0.008151408457595023,0.0,0.015822784810126583,0.04746835443037974,99.9367088607595,0.0
128,1,128,0.020253164556962026,0.0909059648383568,0.0,1.1550632911392407,98.84493670886076,0.0,0.0
129,1,129,0.02689873417721519,0.11237481670534975,0.0,1.2974683544303798,0.11075949367088608,98.59177215189874,0.0
130,1,130,0.021835443037974682,0.09594570320197061,0.0,98.76582278481013,0.0,1.2341772151898733,0.0
131,1,131,0.020569620253164556,0.0919200741927812,0.0,0.0,98.82911392405063,0.0,1.1708860759493671
132,1,132,0.0037974683544303796,0.021136885993672205,0.0,0.03164556962025317,0.15822784810126583,0.0,99.81012658227849
133,1,133,0.0,0.0,0.0,100.0,0.0,0.0,0.0
134,1,134,0.020253164556962026,0.0909059648383568,0.0,1.1550632911392407,0.0,98.84493670886076,0.0
135,1,135,0.009177215189873418,0.04224780493326955,0.0,99.54113924050633,0.0,0.4588607594936709,0.0
136,1,136,0.0,0.0,0.0,100.0,0.0,0.0,0.0
137,1,137,0.0,0.0,0.0,0.0,0.0,0.0,100.0
138,1,138,0.34920886075949364,1.0804399991264546,1.1550632911392407,60.300632911392405,0.4588607594936709,38.085443037974684,0.0
139,1,139,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,0.0,0.0,98.84493670886076
140,1,140,0.020253164556962026,0.0909059648383568,1.1550632911392407,98.84493670886076,0.0,0.0,0.0
141,1,141,0.021835443037974682,0.10018534557516323,1.1550632911392407,0.0,98.76582278481013,0.0,0.07911392405063292
142,1,142,0.02120253164556962,0.09682352839192289,1.1550632911392407,0.04746835443037974,0.0,98.79746835443038,0.0
143,1,143,0.0012658227848101266,0.008151408457595023,0.0,99.9367088607595,0.015822784810126583,0.04746835443037974,0.0
144,1,144,0.006012658227848101,0.03232020957456008,0.0,0.2848101265822785,0.03164556962025317,99.68354430379746,0.0
145,1,145,0.0,0.0,0.0,0.0,100.0,0.0,0.0
146,1,146,0.010759493670886076,0.05288877910058892,0.0,99.41455696202532,0.569620253164557,0.015822784810126583,0.0
147,1,147,0.020253164556962026,0.08578707548868593,0.0,0.0,1.0759493670886076,0.0,98.9240506329114
148,1,148,0.0,0.0,0.0,0.0,100.0,0.0,0.0
149,1,149,0.020253164556962026,0.0909059648383568,0.0,0.0,0.0,1.1550632911392407,98.84493670886076
150,1,150,0.33069620253164556,0.9994035209709844,0.0,55.094936708860764,0.06329113924050633,44.84177215189874,0.0
151,1,151,0.0015822784810126582,0.009292646322926897,0.0,99.92088607594937,0.0,0.07911392405063292,0.0
152,1,152,0.015189873417721518,0.07073650559565689,0.0,99.17721518987341,0.0,0.7911392405063291,0.03164556962025317
153,1,153,0.08575949367088608,0.4912762288279754,0.0,0.12658227848101267,10.268987341772153,0.0,89.60443037974683
154,1,154,0.0,0.0,0.0,100.0,0.0,0.0,0.0
155,1,155,0.005379746835443038,0.03083604630370792,0.0,99.68354430379746,0.0,0.31645569620253167,0.0
156,1,156,0.3158227848101266,0.9954023652343844,0.0,45.18987341772152,0.015822784810126583,54.79430379746836,0.0
157,1,157,0.020253164556962026,0.0909059648383568,0.0,0.0,0.0,98.84493670886076,1.1550632911392407
158,1,158,0.020253164556962026,0.0909059648383568,0.0,1.1550632911392407,0.0,98.84493670886076,0.0
159,1,159,0.3291139240506329,0.9955771646410462,0.0,54.731012658227854,0.0,45.25316455696203,0.015822784810126583
160,1,160,0.020253164556962026,0.0909059648383568,0.0,98.84493670886076,0.0,0.0,1.1550632911392407
161,1,161,0.004430379746835443,0.02411344906630493,0.0,99.7626582278481,0.0,0.23734177215189875,0.0
162,1,162,0.12800632911392404,0.40065638220851474,0.0,92.1360759493671,0.015822784810126583,7.832278481012659,0.015822784810126583
163,1,163,0.02278481012658228,0.10711726674512956,0.0,0.12658227848101267,1.1550632911392407,0.015822784810126583,98.70253164556962
164,1,164,0.00031645569620253165,0.002225995212130881,0.0,99.98417721518987,0.0,0.015822784810126583,0.0
165,1,165,0.0949367088607595,0.49310140335749997,0.0,10.775316455696203,0.0,89.2246835443038,0.0
166,1,166,0.020569620253164556,0.09312930777795542,1.1550632911392407,0.0,98.82911392405063,0.0,0.015822784810126583
167,1,167,0.0012658227848101266,0.010496703360021332,0.0,99.92088607594937,0.015822784810126583,0.03164556962025317,0.03164556962025317
168,1,168,0.33117088607594936,0.9925900543563955,0.0,0.0,55.06329113924051,0.0,44.936708860759495
169,1,169,0.3533227848101266,1.1329763166865698,0.0,43.38607594936709,0.015822784810126583,54.19303797468354,2.4050632911392404
170,1,170,0.02689873417721519,0.12557126569395713,0.0,1.1550632911392407,98.48101265822785,0.0,0.3639240506329114
171,1,171,0.10300632911392404,0.5389446758083535,0.0,1.1867088607594938,89.5253164556962,0.015822784810126583,9.272151898734176
172,1,172,0.0,0.0,0.0,0.0,100.0,0.0,0.0
173,1,173,0.020253164556962026,0.0909059648383568,0.0,1.1550632911392407,0.0,0.0,98.84493670886076
174,1,174,0.004113924050632912,0.02366862904097775,0.0,0.04746835443037974,99.79430379746836,0.015822784810126583,0.14240506329113925
175,1,175,0.021518987341772152,0.0949438370939937,0.0,1.2183544303797469,0.0,98.78164556962025,0.0
176,1,176,0.0009493670886075949,0.00592552163793164,0.0,99.95253164556962,0.0,0.04746835443037974,0.0
177,1,177,0.33212025316455696,0.9930715094880675,0.0,0.0,44.414556962025316,0.015822784810126583,55.56962025316455
178,1,178,0.33860759493670883,0.987822359614295,0.0,56.4873417721519,0.0,43.5126582278481,0.0
179,1,179,0.0,0.0,0.0,0.0,100.0,0.0,0.0
180,1,180,0.34177215189873417,1.0730840060910554,0.0,1.1708860759493671,44.47784810126582,0.0,54.35126582278481
181,1,181,0.0,0.0,0.0,100.0,0.0,0.0,0.0
182,1,182,0.020253164556962026,0.0909059648383568,0.0,0.0,1.1550632911392407,0.0,98.84493670886076
183,1,183,0.002531645569620253,0.015788771471567542,0.0,99.87341772151899,0.015822784810126583,0.06329113924050633,0.04746835443037974
184,1,184,0.020253164556962026,0.0919200741927812,0.0,1.1708860759493671,0.0,98.82911392405063,0.0
185,1,185,0.0,0.0,0.0,0.0,0.0,100.0,0.0
186,1,186,0.2906645569620253,0.9603537996480642,0.0,62.800632911392405,0.07911392405063292,37.12025316455696,0.0
187,1,187,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,98.84493670886076,0.0,0.0
188,1,188,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,0.0,98.84493670886076,0.0
189,1,189,0.3425632911392405,1.072920763209794,1.1550632911392407,0.0,54.11392405063291,0.0,44.73101265822785
190,1,190,0.022468354430379745,0.10401451939355716,1.1550632911392407,98.73417721518987,0.015822784810126583,0.09493670886075949,0.0
191,1,191,0.02088607594936709,0.09535261417023849,1.1550632911392407,0.015822784810126583,0.015822784810126583,0.0,98.8132911392405
192,1,192,0.022468354430379745,0.10335918561981092,1.1550632911392407,98.73417721518987,0.0,0.11075949367088608,0.0
193,1,193,0.020253164556962026,0.0909059648383568,1.1550632911392407,98.84493670886076,0.0,0.0,0.0
194,1,194,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,98.84493670886076,0.0,0.0
195,1,195,0.026265822784810128,0.12183201208286089,1.1550632911392407,0.2689873417721519,0.03164556962025317,98.54430379746836,0.0
196,1,196,0.3352848101265823,1.0681242311600652,1.1550632911392407,43.22784810126583,0.0,55.61708860759494,0.0
197,1,197,0.02088607594936709,0.09535261417023849,1.1550632911392407,0.0,98.8132911392405,0.015822784810126583,0.015822784810126583
198,1,198,0.2558544303797468,0.879533697203501,0.0,70.3006329113924,0.015822784810126583,29.683544303797472,0.0
199,1,199,0.020253164556962026,0.0909059648383568,0.0,1.1550632911392407,0.0,98.84493670886076,0.0
200,1,200,0.0,0.0,0.0,100.0,0.0,0.0,0.0
201,1,201,0.06139240506329114,0.3440530586213041,0.0,0.0,93.57594936708861,0.0,6.424050632911392
202,1,202,0.020253164556962026,0.0909059648383568,0.0,0.0,1.1550632911392407,0.0,98.84493670886076
203,1,203,0.00031645569620253165,0.002225995212130881,0.0,0.0,0.015822784810126583,0.0,99.98417721518987
204,1,204,0.005063291139240506,0.025485002897852004,0.0,99.74683544303798,0.0,0.25316455696202533,0.0
205,1,205,0.0,0.0,0.0,100.0,0.0,0.0,0.0
206,1,206,0.04240506329113924,0.18912738306986393,0.0,0.0,2.895569620253165,0.0,97.10443037974683
207,1,207,0.008860759493670886,0.04993218886237935,0.0,99.5253164556962,0.18987341772151897,0.23734177215189875,0.04746835443037974
208,1,208,0.0,0.0,0.0,100.0,0.0,0.0,0.0
209,1,209,0.0,0.0,0.0,100.0,0.0,0.0,0.0
210,1,210,0.0379746835443038,0.19841248994528704,0.0,1.1550632911392407,97.42088607594937,0.0,1.4240506329113924
211,1,211,0.0,0.0,0.0,0.0,0.0,100.0,0.0
212,1,212,0.020253164556962026,0.0909059648383568,0.0,1.1550632911392407,0.0,98.84493670886076,0.0
213,1,213,0.354746835443038,1.1680785714683923,0.0,54.335443037974684,0.0,42.29430379746835,3.370253164556962
214,1,214,0.010759493670886076,0.051839336936609824,0.0,0.0,0.5854430379746836,0.0,99.41455696202532
215,1,215,0.0,0.0,0.0,0.0,0.0,0.0,100.0
216,1,216,0.03291139240506329,0.15293868362459923,0.0,98.11708860759494,0.0,0.7278481012658228,1.1550632911392407
217,1,217,0.0031645569620253164,0.01700211046509594,0.0,0.0,99.84177215189874,0.0,0.15822784810126583
218,1,218,0.0,0.0,0.0,0.0,100.0,0.0,0.0
219,1,219,0.02531645569620253,0.11770306275001965,0.0,98.57594936708861,0.0,0.2689873417721519,1.1550632911392407
220,1,220,0.020253164556962026,0.0909059648383568,0.0,1.1550632911392407,0.0,0.0,98.84493670886076
221,1,221,0.010759493670886076,0.051839336936609824,0.0,0.0,0.5854430379746836,0.0,99.41455696202532
222,1,222,0.3120253164556962,1.0328088372139648,0.0,0.3639240506329114,48.71835443037975,0.015822784810126583,50.90189873417722
223,1,223,0.020253164556962026,0.0909059648383568,0.0,1.1550632911392407,0.0,98.84493670886076,0.0
224,1,224,0.00031645569620253165,0.002225995212130881,0.0,99.98417721518987,0.0,0.015822784810126583,0.0
225,1,225,0.024367088607594938,0.10385695421495188,0.0,98.63924050632912,0.0,1.360759493670886,0.0
226,1,226,0.0031645569620253164,0.01774419210052202,0.0,0.14240506329113925,0.015822784810126583,99.84177215189874,0.0
227,1,227,0.00031645569620253165,0.002225995212130881,0.0,99.98417721518987,0.0,0.015822784810126583,0.0
228,1,228,0.33591772151898736,0.9973461016260696,0.0,0.015822784810126583,45.949367088607595,0.0,54.03481012658228
229,1,229,0.0006329113924050633,0.004135498602955142,0.0,99.96835443037975,0.0,0.03164556962025317,0.0
230,1,230,0.019936708860759492,0.0878444797074682,0.0,98.89240506329115,0.0,1.1075949367088607,0.0
231,1,231,0.007594936708860759,0.03600265296755992,0.0,0.0,99.62025316455696,0.0,0.37974683544303794
232,1,232,0.0,0.0,0.0,0.0,0.0,100.0,0.0
233,1,233,0.020253164556962026,0.0909059648383568,0.0,98.84493670886076,0.0,1.1550632911392407,0.0
234,1,234,0.05031645569620253,0.19677165947419334,0.0,2.8322784810126582,0.09493670886075949,97.07278481012658,0.0
235,1,235,0.0,0.0,0.0,0.0,0.0,0.0,100.0
236,1,236,0.010759493670886076,0.051839336936609824,0.0,0.0,0.0,0.5854430379746836,99.41455696202532
237,1,237,0.335126582278481,1.0088633642447746,0.0,55.52215189873417,0.0,44.2879746835443,0.18987341772151897
238,1,238,0.020569620253164556,0.09312930777795542,0.0,98.82911392405063,1.1550632911392407,0.015822784810126583,0.0
239,1,239,0.00031645569620253165,0.004135498602955142,0.0,0.0,0.03164556962025317,99.96835443037975,0.0
240,1,240,0.0015822784810126582,0.009292646322926897,0.0,0.0,99.92088607594937,0.0,0.07911392405063292
241,1,241,0.00031645569620253165,0.002225995212130881,0.0,0.0,0.015822784810126583,99.98417721518987,0.0
242,1,242,0.020253164556962026,0.0909059648383568,0.0,0.0,1.1550632911392407,0.0,98.84493670886076
243,1,243,0.032278481012658226,0.13689021307222954,0.0,0.12658227848101267,1.6772151898734176,0.0,98.19620253164557
244,1,244,0.020253164556962026,0.0909059648383568,0.0,0.0,98.84493670886076,0.0,1.1550632911392407
245,1,245,0.020253164556962026,0.0909059648383568,1.1550632911392407,98.84493670886076,0.0,0.0,0.0
246,1,246,0.021835443037974682,0.10018534557516323,1.1550632911392407,0.0,98.76582278481013,0.0,0.07911392405063292
247,1,247,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,0.0,98.84493670886076,0.0
248,1,248,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,0.0,0.0,98.84493670886076
249,1,249,0.34414556962025317,1.1040733225999688,1.1550632911392407,55.82278481012658,0.37974683544303794,42.59493670886076,0.04746835443037974
250,1,250,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,0.0,0.0,98.84493670886076
251,1,251,0.02088607594936709,0.09503615847403596,1.1550632911392407,98.8132911392405,0.0,0.03164556962025317,0.0
252,1,252,0.029430379746835444,0.1342981289380736,1.1550632911392407,98.37025316455697,0.0,0.4746835443037975,0.0
253,1,253,0.022310126582278482,0.10335918561981092,1.1550632911392407,0.0,98.73417721518987,0.0,0.11075949367088608
254,1,254,0.020253164556962026,0.0909059648383568,1.1550632911392407,0.0,98.84493670886076,0.0,0.0
255,1,255,0.03069620253164557,0.14147430407765235,1.1550632911392407,98.2753164556962,0.0,0.569620253164557,0.0
256,1,256,0.02088607594936709,0.09503615847403596,1.1550632911392407,0.03164556962025317,0.0,98.8132911392405,0.0
257,1,257,0.020253164556962026,0.0909059648383568,1.1550632911392407,98.84493670886076,0.0,0.0,0.0
258,1,258,0.004113924050632912,0.021323454385805296,0.0,0.0,99.79430379746836,0.0,0.20569620253164558
259,1,259,0.020253164556962026,0.0909059648383568,0.0,1.1550632911392407,98.84493670886076,0.0,0.0
260,1,260,0.020253164556962026,0.0909059648383568,0.0,1.1550632911392407,0.0,98.84493670886076,0.0
