Begin_position,End_position,Segment,Segment_begin_position,Segment_end_position,Mutability,Shannon_entropy,Gap_percentage
9122,9151,5,413,442,0.0531154239019404,0.2917199165121306,0.0
10283,10312,5,1574,1603,0.0531154239019404,0.29141377897003745,0.0
13824,13853,8,702,731,0.053246986868141014,0.26678557907715444,0.0
13823,13852,8,701,730,0.053246986868141014,0.26678557907715444,0.0
9123,9152,5,414,443,0.0534559073884913,0.29409695086364307,0.0
13822,13851,8,700,729,0.05360676380643931,0.26928295546982517,0.0
13825,13854,8,703,732,0.05432631768303571,0.2734223588130236,0.0
10274,10303,5,1565,1594,0.05652025876744939,0.31417092039417355,0.0
10275,10304,5,1566,1595,0.05686074225400029,0.31654795474568603,0.0
10280,10309,5,1571,1600,0.0568607422540003,0.3075066849822324,0.0
10282,10311,5,1573,1602,0.0568607422540003,0.3075066849822324,0.0
10281,10310,5,1572,1601,0.0568607422540003,0.3075066849822324,0.0
10278,10307,5,1569,1598,0.058222676200203896,0.3162050911043279,0.0
10279,10308,5,1570,1599,0.058222676200203896,0.3162050911043279,0.0
10277,10306,5,1568,1597,0.058222676200203896,0.3162050911043279,0.0
13954,13983,8,832,861,0.05882352941176411,0.32019736355750616,0.0
10293,10322,5,1584,1613,0.059244126659856705,0.3107417392690227,0.0
12523,12552,7,543,572,0.0621145374449335,0.33270602825134626,0.0
12524,12553,7,544,573,0.0621145374449335,0.33270602825134626,0.0
6068,6097,3,1407,1436,0.06220912193608369,0.33665543974086903,0.0
12525,12554,7,545,574,0.0625550660792947,0.33569964338885305,0.0
9119,9148,5,410,439,0.0626489615253656,0.3383830248623452,0.0
6069,6098,3,1408,1437,0.06282966180577029,0.3397812908169193,0.0
9120,9149,5,411,440,0.0629894450119165,0.3407600592138577,0.0
10295,10324,5,1586,1615,0.0629894450119166,0.3337568148672623,0.0
6066,6095,3,1405,1434,0.0631399317406136,0.34247839284781656,0.0
6067,6096,3,1406,1435,0.0631399317406136,0.34247839284781656,0.0
9121,9150,5,412,441,0.0633299284984674,0.3431370935653702,0.0
10294,10323,5,1585,1614,0.0633299284984675,0.3346221354086552,0.0
10296,10325,5,1587,1616,0.0633299284984675,0.33613384921877476,0.0
4799,4828,3,138,167,0.06515668631709541,0.3292697803812623,0.0
4798,4827,3,137,166,0.06546695625193871,0.3314566825844794,0.0
12529,12558,7,549,578,0.0656387665198232,0.34236009846128757,0.0
12530,12559,7,550,579,0.0656387665198232,0.34236009846128757,0.0
12531,12560,7,551,580,0.0656387665198232,0.34236009846128757,0.0
12526,12555,7,546,575,0.0674008810572682,0.3511243716288731,0.0
12528,12557,7,548,577,0.0678414096916294,0.3541179867663799,0.0
12527,12556,7,547,576,0.0678414096916294,0.3541179867663799,0.0
10297,10326,5,1588,1617,0.0680966973101801,0.36033413160642425,0.0
9803,9832,5,1094,1123,0.06860742254000639,0.3586610419693437,0.0
9804,9833,5,1095,1124,0.06860742254000639,0.3586610419693437,0.0
12517,12546,7,537,566,0.068722466960352,0.37364767027029483,0.0
12508,12537,7,528,557,0.06872246696035209,0.348502563862313,0.0
12509,12538,7,529,558,0.06872246696035209,0.348502563862313,0.0
9805,9834,5,1096,1125,0.06894790602655729,0.36103807632085616,0.0
9808,9837,5,1099,1128,0.0689479060265573,0.3610712417580319,0.0
12519,12548,7,539,568,0.0691629955947132,0.3766412854078016,0.0
12518,12547,7,538,567,0.0691629955947132,0.3766412854078016,0.0
4797,4826,3,136,165,0.0691901954700585,0.3493421836074241,0.0
9806,9835,5,1097,1126,0.0696288729996591,0.3661657521279382,0.0
9807,9836,5,1098,1127,0.0696288729996591,0.36582526864138737,0.0
12520,12549,7,540,569,0.07004405286343571,0.38158097358921295,0.0
12521,12550,7,541,570,0.07004405286343571,0.38158097358921295,0.0
12510,12539,7,530,559,0.07004405286343579,0.3564358671812311,0.0
13890,13919,8,768,797,0.07015650296815912,0.3423318645598704,0.0
12522,12551,7,542,571,0.0704845814977969,0.38457458872671973,0.0
13889,13918,8,767,796,0.07087605684475562,0.3469668871007251,0.0
6070,6099,3,1409,1438,0.07306856965559959,0.39420555319540374,0.0
6071,6100,3,1410,1439,0.07306856965559959,0.39420555319540374,0.0
4800,4829,3,139,168,0.0738442444927082,0.36686615013154544,0.0
9933,9962,5,1224,1253,0.07422540006809619,0.40087910800673104,0.0
9934,9963,5,1225,1254,0.07422540006809619,0.40087910800673104,0.0
9932,9961,5,1223,1252,0.07422540006809619,0.40087910800673104,0.0
4801,4830,3,140,169,0.0744647843623948,0.37092964987661187,0.0
4802,4831,3,141,170,0.0744647843623948,0.37092964987661187,0.0
9937,9966,5,1228,1257,0.0745658835546471,0.403532853879148,0.0
9936,9965,5,1227,1256,0.074906367041198,0.4059098882306605,0.0
9935,9964,5,1226,1255,0.074906367041198,0.4059098882306605,0.0
13886,13915,8,764,793,0.0755531570426329,0.37334223805795236,0.0
4795,4824,3,134,163,0.07570586410176809,0.3753832976233094,0.0
4796,4825,3,135,164,0.07570586410176809,0.3753832976233094,0.0
4794,4823,3,133,162,0.07570586410176809,0.3753832976233094,0.0
13891,13920,8,769,798,0.07591293398093112,0.37077216394964874,0.0
10301,10330,5,1592,1621,0.0762683009874017,0.4058116346013489,0.0
13885,13914,8,763,792,0.0766324878575276,0.37849145928918365,0.0
12512,12541,7,532,561,0.0766519823788543,0.38831697235049367,0.0
12511,12540,7,531,560,0.0766519823788543,0.38831697235049367,0.0
13888,13917,8,766,795,0.07699226479582591,0.37941346527370673,0.0
10298,10327,5,1589,1618,0.0772897514470544,0.4019220300271884,0.0
10300,10329,5,1591,1620,0.0772897514470544,0.4019220300271884,0.0
10299,10328,5,1590,1619,0.0772897514470544,0.4019220300271884,0.0
13887,13916,8,765,794,0.07771181867242241,0.3840484878145614,0.0
13884,13913,8,762,791,0.0780715956107206,0.3845924248361007,0.0
12514,12543,7,534,563,0.07885462555066039,0.4007271582544374,0.0
12513,12542,7,533,562,0.0788546255506604,0.4007271582544374,0.0
9117,9146,5,408,437,0.08035410282601248,0.45165732835944195,0.0
9116,9145,5,407,436,0.08035410282601248,0.45165732835944195,0.0
9118,9147,5,409,438,0.08035410282601248,0.45165732835944195,0.0
6912,6941,4,1,30,0.08044667274384568,0.4234949672658646,0.0
6913,6942,4,2,31,0.08090246125797508,0.4265810835939971,0.0
13883,13912,8,761,790,0.0816693649937031,0.4035887878743223,0.0
9126,9155,5,417,446,0.0818862785154916,0.41077120513744575,0.0
9125,9154,5,416,445,0.0818862785154916,0.41077120513744575,0.0
12106,12135,7,126,155,0.081938325991189,0.41114789132089535,0.0
14094,14123,8,972,1001,0.08220903040115059,0.41959466608349005,0.0
4793,4822,3,132,161,0.08222153273347771,0.40951989611504364,0.0
4792,4821,3,131,160,0.08222153273347771,0.40951989611504364,0.0
14100,14129,8,978,1007,0.0829285842777471,0.41501574830039284,0.0
8028,8057,4,1117,1146,0.08318140382862299,0.4101539376763474,0.0
14101,14130,8,979,1008,0.0832883612160453,0.41751317138687505,0.0
13882,13911,8,760,789,0.0834682496851943,0.4123815129705471,0.0
10270,10299,5,1561,1590,0.0837589376915216,0.43990169404439367,0.0
13881,13910,8,759,788,0.08382802662349251,0.4148789360570293,0.0
8031,8060,4,1120,1149,0.08409298085688177,0.4105765785756396,0.0
8033,8062,4,1122,1151,0.08409298085688177,0.4105765785756396,0.0
8032,8061,4,1121,1150,0.08409298085688177,0.4105765785756396,0.0
9941,9970,5,1232,1261,0.0840994211780724,0.45566660903737677,0.0
8029,8058,4,1118,1147,0.08432087511394659,0.4171159384175392,0.0
13880,13909,8,758,787,0.084547580500089,0.4187942179124281,0.0
8030,8059,4,1119,1148,0.08454876937101129,0.418772953077144,0.0
9939,9968,5,1230,1259,0.0847803881511742,0.4569741157985161,0.0
9940,9969,5,1231,1260,0.0847803881511742,0.4569741157985161,0.0
10498,10527,6,13,42,0.0849808203009729,0.44004934634537074,0.0147536146355857
4684,4713,3,23,52,0.08501396214706741,0.42853966106382085,0.0
4685,4714,3,24,53,0.08501396214706741,0.42853966106382085,0.0
4791,4820,3,130,159,0.08501396214706751,0.4240469805356015,0.0
12515,12544,7,535,564,0.08502202643171769,0.42972218328722084,0.0
14093,14122,8,971,1000,0.0850872459075366,0.43603766742285494,0.0
9737,9766,5,1028,1057,0.08546135512427609,0.4673825186030465,0.0
9945,9974,5,1236,1265,0.0858018386108269,0.4610252287208088,0.0
9738,9767,5,1029,1058,0.08580183861082699,0.4692904724572018,0.0
9739,9768,5,1030,1059,0.08580183861082699,0.4692904724572018,0.0
12516,12545,7,536,565,0.08590308370044009,0.4352688149181265,0.0
12319,12348,7,339,368,0.08590308370044018,0.42092261473411147,0.0
6360,6389,3,1699,1728,0.08594477195159751,0.4653224263614502,0.0
9946,9975,5,1237,1266,0.0861423220973778,0.4634022630723213,0.0
9949,9978,5,1240,1269,0.0861423220973778,0.4641611060928418,0.0
6361,6390,3,1700,1729,0.08625504188644081,0.4675093285646673,0.0
6362,6391,3,1701,1730,0.08625504188644081,0.4675093285646673,0.0
13827,13856,8,705,734,0.0863464651915804,0.4034168504703921,0.0
13826,13855,8,704,733,0.0863464651915804,0.4034168504703921,0.0
14095,14124,8,973,1002,0.0865263536607297,0.44401161409102413,0.0
13828,13857,8,706,735,0.0867062421298786,0.4059142735568743,0.0
13161,13190,8,39,68,0.0867062421298788,0.4004002392999604,0.0
4789,4818,3,128,157,0.0868755817561273,0.4347617643092214,0.0
4790,4819,3,129,158,0.0868755817561273,0.4347617643092214,0.0
4788,4817,3,127,156,0.0868755817561273,0.4347617643092214,0.0
9944,9973,5,1235,1264,0.08716377255703049,0.46917118123414764,0.0
9942,9971,5,1233,1262,0.08716377255703049,0.47220153006965676,0.0
9943,9972,5,1234,1263,0.08716377255703049,0.47220153006965676,0.0
12317,12346,7,337,366,0.08722466960352389,0.42858124400151876,0.0
12320,12349,7,340,369,0.08722466960352389,0.42946272146760306,0.0
12318,12347,7,338,367,0.08722466960352389,0.42858124400151876,0.0
12316,12345,7,336,365,0.08766519823788509,0.4315748591390256,0.0
6914,6943,4,3,32,0.08773928896991667,0.4595095826028762,0.0
9317,9346,5,608,637,0.08784473953013239,0.5051454192480003,0.0
9319,9348,5,610,639,0.08784473953013239,0.5051454192480003,0.0
9318,9347,5,609,638,0.08784473953013239,0.5051454192480003,0.0
9948,9977,5,1239,1268,0.08818522301668319,0.4757822736298518,0.0
13829,13858,8,707,736,0.0885051268213698,0.41631248151481104,0.0
13830,13859,8,708,737,0.0885051268213698,0.41631248151481104,0.0
10232,10261,5,1523,1552,0.08852570650323409,0.43912961863797007,0.0
10233,10262,5,1524,1553,0.08852570650323409,0.43912961863797007,0.0
13879,13908,8,757,786,0.088864903759668,0.4391704999674656,0.0
13160,13189,8,38,67,0.08886490375966831,0.4127995036674223,0.0
9947,9976,5,1238,1267,0.088866189989785,0.48019581702665637,0.0
12367,12396,7,387,416,0.08942731277532978,0.4802828662569786,0.0
6916,6945,4,5,34,0.08979033728349907,0.4733962965071804,0.0
13159,13188,8,37,66,0.0899442345745631,0.4176123325618675,0.0
6365,6394,3,1704,1733,0.08997828110456062,0.4813742095500762,0.0
6364,6393,3,1703,1732,0.08997828110456062,0.4813742095500762,0.0
4786,4815,3,125,154,0.09028855103940371,0.4530425669703432,0.0
4787,4816,3,126,155,0.09028855103940371,0.4530425669703432,0.0
6366,6395,3,1705,1734,0.09028855103940392,0.48281076938711803,0.0
13162,13191,8,40,69,0.0903040115128613,0.419396602338182,0.0
10349,10378,5,1640,1669,0.09039836567926439,0.48634141369385775,0.0
10351,10380,5,1642,1671,0.09039836567926439,0.48634141369385775,0.0
10350,10379,5,1641,1670,0.09039836567926439,0.48634141369385775,0.0
4785,4814,3,124,153,0.09059882097424701,0.4552294691735602,0.0
6363,6392,3,1702,1731,0.09059882097424722,0.4854377092951426,0.0
12108,12137,7,128,157,0.09074889867841368,0.46690105711002017,0.0
12107,12136,7,127,156,0.09074889867841368,0.46690105711002017,0.0
14099,14128,8,977,1006,0.09084367692030867,0.45323253259570623,0.0
10230,10259,5,1521,1550,0.0909090909090904,0.4516286375727997,0.0
9173,9202,5,464,493,0.0909090909090905,0.5672048891739996,0.0
12368,12397,7,388,417,0.09118942731277468,0.49049479214936376,0.0
12369,12398,7,389,418,0.09118942731277468,0.49049479214936376,0.0
10231,10260,5,1522,1551,0.0912495743956413,0.4540056719243122,0.0
13164,13193,8,42,71,0.091383342327756,0.42652895456949347,0.0
13163,13192,8,41,70,0.091383342327756,0.42652895456949347,0.0
14102,14131,8,980,1009,0.09156323079690509,0.45392767264251654,0.0
12111,12140,7,131,160,0.09162995594713619,0.44557068211671086,0.0
12110,12139,7,130,159,0.09162995594713619,0.44557068211671086,0.0
10348,10377,5,1639,1668,0.09176029962546799,0.4933127754696043,0.0
6915,6944,4,4,33,0.09184138559708158,0.4814151493144586,0.0
8036,8065,4,1125,1154,0.09184138559708238,0.4387894921438521,0.0
8034,8063,4,1123,1152,0.09184138559708238,0.4387894921438521,0.0
8035,8064,4,1124,1153,0.09184138559708238,0.4387894921438521,0.0
9672,9701,5,963,992,0.0919305413687431,0.5052609304574959,0.0
9673,9702,5,964,993,0.0919305413687431,0.5052609304574959,0.0
10347,10376,5,1638,1667,0.09210078311201889,0.49568980982111677,0.0
10346,10375,5,1637,1666,0.09210078311201889,0.49568980982111677,0.0
9887,9916,5,1178,1207,0.09227102485529429,0.42219970373626514,0.0
10166,10195,5,1457,1486,0.09244126659856941,0.48293457450537586,0.0
12114,12143,7,134,163,0.0929515418502199,0.4598913338114766,0.0
12113,12142,7,133,162,0.0929515418502199,0.4598913338114766,0.0
12112,12141,7,132,161,0.0929515418502199,0.4598913338114766,0.0
12321,12350,7,341,370,0.0929515418502199,0.45777828031662854,0.0
10234,10263,5,1525,1554,0.0929519918283958,0.46332990102561955,0.0
9889,9918,5,1180,1209,0.09295199182839609,0.42661324713306975,0.0
9888,9917,5,1179,1208,0.09295199182839609,0.42661324713306975,0.0
9671,9700,5,962,991,0.0932924753149467,0.5114918259591446,0.0
12313,12342,7,333,362,0.0933920704845812,0.4535549892371775,0.0
12315,12344,7,335,364,0.0938325991189424,0.4565486043746843,0.0
12314,12343,7,334,363,0.0938325991189424,0.4565486043746843,0.0
10272,10301,5,1563,1592,0.0939734422880486,0.48385529164233915,0.0
10273,10302,5,1564,1593,0.0939734422880486,0.48385529164233915,0.0
10271,10300,5,1562,1591,0.0939734422880486,0.48385529164233915,0.0
9886,9915,5,1177,1206,0.0939734422880488,0.4296650191933984,0.0
9885,9914,5,1176,1205,0.0939734422880488,0.4296650191933984,0.0
9884,9913,5,1175,1204,0.0939734422880488,0.4296650191933984,0.0
14096,14125,8,974,1003,0.0940816693649931,0.4695088029797374,0.0
9127,9156,5,418,447,0.094143684031324,0.4672022822589862,0.0
14098,14127,8,976,1005,0.0944414463032913,0.4720062260662196,0.0
14097,14126,8,975,1004,0.0944414463032913,0.4720062260662196,0.0
9160,9189,5,451,480,0.094484167517875,0.6024698632344118,0.0
9159,9188,5,450,479,0.0948246510044259,0.6045063722797038,0.0
9158,9187,5,449,478,0.0951651344909768,0.6068834066312163,0.0
12109,12138,7,129,158,0.0955947136563873,0.4651930438275099,0.0
9878,9907,5,1169,1198,0.09567585972080318,0.44514744230969866,0.0
9880,9909,5,1171,1200,0.09567585972080318,0.44514744230969866,0.0
9879,9908,5,1170,1199,0.09567585972080318,0.44514744230969866,0.0
9175,9204,5,466,495,0.09669731018045578,0.5942454995076116,0.0
9488,9517,5,779,808,0.0970377936670068,0.4600200908698942,0.0
4701,4730,3,40,69,0.0971144896059566,0.4401333602295226,0.0
9491,9520,5,782,811,0.09737827715355768,0.4640189562590173,0.0
9492,9521,5,783,812,0.09737827715355768,0.4640189562590173,0.0
9493,9522,5,784,813,0.09737827715355768,0.4640189562590173,0.0
9938,9967,5,1229,1258,0.09771876064010841,0.5197719516587944,0.0
9321,9350,5,612,641,0.09771876064010859,0.5437424867133335,0.0
9890,9919,5,1181,1210,0.0977187606401087,0.45136826848309697,0.0
6920,6949,4,9,38,0.0977666362807644,0.5021056847406211,0.0
9322,9351,5,613,642,0.09805924412665949,0.546119521064846,0.0
9674,9703,5,965,994,0.0983997276132102,0.540339570884693,0.0
9675,9704,5,966,995,0.0983997276132102,0.540339570884693,0.0
9174,9203,5,465,494,0.0983997276132103,0.6041538075640775,0.0
9172,9201,5,463,492,0.0983997276132103,0.6018671877702739,0.0
9171,9200,5,462,491,0.0983997276132103,0.6018671877702739,0.0
9170,9199,5,461,490,0.0983997276132103,0.6018671877702739,0.0
9320,9349,5,611,640,0.09839972761321039,0.5484965135966889,0.0
9166,9195,5,457,486,0.0985699693564858,0.6117161979470229,0.0
9176,9205,5,467,496,0.09874021109976118,0.6044589232889317,0.0
9740,9769,5,1031,1060,0.09874021109976118,0.5305795196288253,0.0
9177,9206,5,468,497,0.09874021109976118,0.6044589232889317,0.0
9883,9912,5,1174,1203,0.0990806945863123,0.4529352441660362,0.0
9882,9911,5,1173,1202,0.0990806945863123,0.4529352441660362,0.0
9165,9194,5,456,485,0.0992509363295876,0.6161297413438276,0.0
9676,9705,5,967,996,0.0994211780728629,0.5471300649865489,0.0
9741,9770,5,1032,1061,0.09942117807286298,0.5349930630256299,0.0
9744,9773,5,1035,1064,0.09942117807286299,0.5353090868629726,0.0
4716,4745,3,55,84,0.09959664908470299,0.4799091900951514,0.0
9742,9771,5,1033,1062,0.09976166155941389,0.537029572070922,0.0
4683,4712,3,22,51,0.0999069190195464,0.4955854170575698,0.0
9312,9341,5,603,632,0.1001021450459649,0.47073253390705827,0.0
4717,4746,3,56,85,0.1002171889543896,0.4839726898402178,0.0
4718,4747,3,57,86,0.1002171889543896,0.4839726898402178,0.0
6917,6946,4,6,35,0.10027347310847629,0.522673519521479,0.0
9743,9772,5,1034,1063,0.10044262853251569,0.541078005024799,0.0
9490,9519,5,781,810,0.10044262853251579,0.4789316696200683,0.0
9489,9518,5,780,809,0.10044262853251579,0.4789316696200683,0.0
6919,6948,4,8,37,0.100501367365541,0.5188984442198084,0.0
6921,6950,4,10,39,0.10072926162260569,0.5142954595936751,0.0
5134,5163,3,473,502,0.100992863791498,0.4937967703093534,0.0
5135,5164,3,474,503,0.100992863791498,0.4937967703093534,0.0
4703,4732,3,42,71,0.1017685386286063,0.4630040851590058,0.0
4702,4731,3,41,70,0.1017685386286063,0.4630040851590058,0.0
9313,9342,5,604,633,0.1018045624787194,0.48064084196352425,0.0
13158,13187,8,36,65,0.1018168735384055,0.4725501518355783,0.0
9164,9193,5,455,484,0.10197480422199481,0.6310590429675719,0.0
10345,10374,5,1636,1665,0.101974804221995,0.5435444229075943,0.0
4706,4735,3,45,74,0.1020788085634496,0.4646873138064123,0.0
4705,4734,3,44,73,0.1020788085634496,0.4646873138064123,0.0
9745,9774,5,1036,1065,0.10214504596527019,0.5502383884867169,0.0
13997,14026,8,875,904,0.10217665047670361,0.5052418790837919,0.0
13157,13186,8,35,64,0.1021766504767037,0.4750475749220605,0.0
13156,13185,8,34,63,0.1021766504767037,0.4750475749220605,0.0
10344,10373,5,1635,1664,0.1023152877085459,0.5459214572591068,0.0
4704,4733,3,43,72,0.1023890784982929,0.46687421600962936,0.0
11284,11313,6,799,828,0.10268515786367591,0.5230961705907757,0.0
13155,13184,8,33,62,0.1027163158841511,0.4785143331848312,0.0
9316,9345,5,607,636,0.1028260129383721,0.4842719107529366,0.0
9314,9343,5,605,634,0.1028260129383721,0.4842719107529366,0.0
9315,9344,5,606,635,0.1028260129383721,0.4842719107529366,0.0
9332,9361,5,623,652,0.10316649642492298,0.5472868616588082,0.0
9487,9516,5,778,807,0.103166496424923,0.5023894212618376,0.0
9485,9514,5,776,805,0.103166496424923,0.5023894212618376,0.0
9486,9515,5,777,806,0.103166496424923,0.5023894212618376,0.0
8038,8067,4,1127,1156,0.10323609845031848,0.4950205785613838,0.0
13996,14025,8,874,903,0.10325598129159842,0.5102923368358884,0.0
9333,9362,5,624,653,0.10350697991147388,0.5496638960103207,0.0
9334,9363,5,625,654,0.10350697991147388,0.5496638960103207,0.0
9324,9353,5,615,644,0.1035069799114739,0.5623779656084686,0.0
9323,9352,5,614,643,0.1035069799114739,0.5623779656084686,0.0
9325,9354,5,616,645,0.1035069799114739,0.5623779656084686,0.0
6065,6094,3,1404,1433,0.10363015823766611,0.612766120054888,0.0
6064,6093,3,1403,1432,0.10363015823766611,0.612766120054888,0.0
8037,8066,4,1126,1155,0.10369188696444788,0.4977927458990554,0.0
9734,9763,5,1025,1054,0.10384746339802478,0.5999520295119586,0.0
9327,9356,5,618,647,0.1038474633980248,0.5640496570981651,0.0
9328,9357,5,619,648,0.1038474633980248,0.5640496570981651,0.0
12366,12395,7,386,415,0.10418502202643111,0.5464343468810555,0.0
12365,12394,7,385,414,0.10418502202643111,0.5464343468810555,0.0
10343,10372,5,1634,1663,0.10435818862785129,0.5609408585823874,0.0
8039,8068,4,1128,1157,0.10437556973564208,0.5019825793025756,0.0
13153,13182,8,31,60,0.1045152005756423,0.49032263901658396,0.0
13998,14027,8,876,905,0.10469508904479131,0.5191877843699171,0.0
13154,13183,8,32,61,0.1048749775139406,0.49246023847095644,0.0
11283,11312,6,798,827,0.1050457362053696,0.5374047232393065,0.0
6340,6369,3,1679,1708,0.1051815079118827,0.5112342578201798,0.0
6341,6370,3,1680,1709,0.1051815079118827,0.5112342578201798,0.0
5805,5834,3,1144,1173,0.1054917778467257,0.48610695392698505,0.0
11285,11314,6,800,829,0.105635880790793,0.5362980385159247,0.0
13999,14028,8,877,906,0.10577441985968601,0.5258245641057863,0.0
4698,4727,3,37,66,0.1058020477815693,0.48047138982672605,0.0
4700,4729,3,39,68,0.1058020477815693,0.48047138982672605,0.0
4699,4728,3,38,67,0.1058020477815693,0.48047138982672605,0.0
9326,9355,5,617,646,0.10589036431733019,0.575670824635175,0.0
5133,5162,3,472,501,0.105957182748991,0.5188543974420537,0.0
